q_dot_occ,q_dot_ac,q_dot_vent,q_dot_solar,T_amb,T_b,Phi
20.8,40,39.91,67.9,7,15.32,0.18
0,40,0,60.3,6.5,22.44,0.18
20.8,40,41.55,45.6,6,14.66,0.18
20.8,40,43.33,3.2,4.9,13.93,0.18
20.8,40,45.09,0,3.8,13.19,0.18
20.8,40,44.93,0,3.9,13.26,0.18
0,40,0,0,3.3,22.43,0.18
0,40,0,0,3.7,22.43,0.25
0,40,0,0,3.1,22.43,0.25
0,40,0,0,2.1,22.43,0.25
0,40,0,0,2.2,22.43,0.25
0,40,0,0,1.7,22.43,0.25
0,40,0,0,1.5,22.43,0.25
0,40,0,0,1.1,22.43,0.25
0,40,0,0,1.2,22.43,0.25
0,40,0,0,2,22.43,0.25
20.8,40,46.83,5.5,2.7,12.46,0.25
20.8,40,44.62,21.4,4.1,13.39,0.25
20.8,40,43.33,37.6,4.9,13.93,0.25
20.8,40,40.73,51.1,6.5,14.99,0.25
0,40,0,59.9,7.2,22.44,0.25
20.8,40,38.76,64.6,7.7,15.77,0.25
20.8,40,39.75,62.7,7.1,15.38,0.18
20.8,40,38.76,57.8,7.7,15.77,0.18
20.8,40,36.59,46.2,9,16.62,0.18
0,40,0,30.7,8.5,22.44,0.18
20.8,40,40.24,13.4,6.8,15.18,0.18
20.8,40,40.73,1.8,6.5,14.99,0.18
20.8,40,41.87,0,5.8,14.52,0.18
20.8,40,42.36,0,5.5,14.33,0.18
0,40,0,0,5.4,22.43,0.25
0,40,0,0,5.6,22.43,0.25
0,40,0,0,5.3,22.43,0.25
0,40,0,0,5,22.43,0.25
0,40,0,0,4.8,22.43,0.25
0,40,0,0,4.7,22.43,0.25
0,40,0,0,4.5,22.43,0.25
0,40,0,0,4.8,22.43,0.25
0,40,0,0,4.3,22.43,0.25
0,40,0,0,3.9,22.43,0.25
20.8,40,45.57,9.1,3.5,12.99,0.25
20.8,40,44.3,22.1,4.3,13.53,0.25
20.8,40,42.85,58.2,5.2,14.13,0.25
20.8,40,40.9,120,6.4,14.92,0.25
0,40,0,133.1,7.6,22.44,0.25
20.8,40,39.26,130.8,7.4,15.58,0.18
20.8,40,40.41,120.9,6.7,15.12,0.18
20.8,40,40.25,127.1,6.8,15.19,0.18
20.8,40,39.42,116.8,7.3,15.51,0.18
0,40,0,77.6,6.2,22.44,0.18
20.8,40,42.2,22.4,5.6,14.39,0.18
20.8,40,43.33,1.1,4.9,13.93,0.18
20.8,40,44.77,0,4,13.33,0.18
20.8,40,46.04,0,3.2,12.79,0.25
0,40,0,0,3.8,22.43,0.25
0,40,0,0,3.8,22.43,0.25
0,40,0,0,3.9,22.43,0.25
0,40,0,0,3.9,22.43,0.25
0,40,0,0,3.7,22.43,0.25
0,40,0,0,3.6,22.43,0.25
0,40,0,0,3.6,22.43,0.25
0,40,0,0,3.3,22.43,0.25
0,40,0,0,3.4,22.43,0.25
0,40,0,0,3.3,22.43,0.25
20.8,40,45.57,6.6,3.5,12.99,0.25
20.8,40,44.78,22.8,4,13.33,0.25
20.8,40,43.66,39.6,4.7,13.8,0.25
20.8,40,43.17,27.5,5,13.99,0.25
0,40,0,63.4,5.6,22.44,0.18
20.8,40,42.37,65.7,5.5,14.33,0.18
20.8,40,41.88,64.2,5.8,14.52,0.18
20.8,40,41.71,31.1,5.9,14.59,0.18
20.8,40,41.23,47.6,6.2,14.79,0.18
0,40,0,32.4,6.1,22.44,0.18
20.8,40,41.55,14.4,6,14.66,0.18
20.8,40,42.2,1.1,5.6,14.39,0.18
20.8,40,43.01,0,5.1,14.06,0.25
20.8,40,43.65,0,4.7,13.79,0.25
0,40,0,0,4.5,22.43,0.25
0,40,0,0,4.2,22.43,0.25
0,40,0,0,3.9,22.43,0.25
0,40,0,0,4.1,22.43,0.25
0,40,0,0,4,22.43,0.25
0,40,0,0,3.8,22.43,0.25
0,40,0,0,3.7,22.43,0.25
0,40,0,0,3.7,22.43,0.25
0,40,0,0,3.5,22.43,0.25
0,40,0,0,3.5,22.43,0.25
20.8,40,45.25,7.2,3.7,13.13,0.25
20.8,40,44.62,23.5,4.1,13.39,0.25
20.8,40,44.14,20.1,4.4,13.6,0.25
20.8,40,42.69,54.9,5.3,14.19,0.18
0,40,0,32.8,5.9,22.44,0.18
20.8,40,41.55,35.2,6,14.66,0.18
20.8,40,41.06,34.4,6.3,14.85,0.18
20.8,40,40.9,31.1,6.4,14.92,0.18
20.8,40,40.9,24.8,6.4,14.92,0.18
0,40,0,16.6,6.5,22.43,0.18
20.8,40,41.39,7.8,6.1,14.72,0.18
20.8,40,41.71,3.2,5.9,14.59,0.25
20.8,40,41.87,0,5.8,14.52,0.25
20.8,40,41.87,0,5.8,14.52,0.25
0,40,0,0,5.6,22.43,0.25
0,40,0,0,5.7,22.43,0.25
0,40,0,0,5.5,22.43,0.25
0,40,0,0,5.2,22.43,0.25
0,40,0,0,5.3,22.43,0.25
0,40,0,0,5.2,22.43,0.25
0,40,0,0,5.2,22.43,0.25
0,40,0,0,5.2,22.43,0.25
0,40,0,0,5.4,22.43,0.25
0,40,0,0.2,5.4,22.43,0.25
20.8,40,42.04,7.7,5.7,14.46,0.25
20.8,40,41.71,11.7,5.9,14.59,0.25
20.8,40,41.22,20.6,6.2,14.79,0.18
20.8,40,41.39,28,6.1,14.72,0.18
0,40,0,33.2,5.1,22.44,0.18
20.8,40,42.04,35.4,5.7,14.46,0.18
20.8,40,41.39,34.7,6.1,14.72,0.18
20.8,40,40.57,31.3,6.6,15.05,0.18
20.8,40,39.75,50.1,7.1,15.38,0.18
0,40,0,32.7,7.2,22.44,0.18
20.8,40,40.9,24.1,6.4,14.92,0.25
20.8,40,42.2,5.1,5.6,14.39,0.25
20.8,40,44.61,0,4.1,13.39,0.25
20.8,40,46.04,0,3.2,12.79,0.25
0,40,0,0,2.6,22.43,0.25
0,40,0,0,2.4,22.43,0.25
0,40,0,0,3.8,22.43,0.25
0,40,0,0,3.8,22.43,0.25
0,40,0,0,3.6,22.43,0.25
0,40,0,0,2.9,22.43,0.25
0,40,0,0,2.9,22.43,0.25
0,40,0,0,2.7,22.43,0.25
0,40,0,0,2.7,22.43,0.25
0,40,0,0.2,2.6,22.43,0.25
20.8,40,46.67,3.5,2.8,12.52,0.25
20.8,40,46.36,11.9,3,12.66,0.18
20.8,40,45.25,42.8,3.7,13.13,0.18
20.8,40,44.14,95.3,4.4,13.6,0.18
0,40,0,109.4,5.5,22.44,0.18
20.8,40,41.23,123.3,6.2,14.79,0.18
20.8,40,39.59,130,7.2,15.45,0.18
20.8,40,38.76,133.3,7.7,15.78,0.18
20.8,40,38.76,122.8,7.7,15.78,0.18
0,40,0,97.8,7.5,22.44,0.25
20.8,40,39.42,56,7.3,15.51,0.25
20.8,40,42.36,2.5,5.5,14.33,0.25
20.8,40,44.61,0,4.1,13.39,0.25
20.8,40,44.13,0,4.4,13.59,0.25
0,40,0,0,3.7,22.43,0.25
0,40,0,0,3.3,22.43,0.25
0,40,0,0,3.1,22.43,0.25
0,40,0,0,2.7,22.43,0.25
0,40,0,0,2.4,22.43,0.25
0,40,0,0,2.5,22.43,0.25
0,40,0,0,1.7,22.43,0.25
0,40,0,0,1.3,22.43,0.25
0,40,0,0,1.3,22.43,0.25
0,40,0,0.2,0.9,22.43,0.25
20.8,40,50.06,3.7,0.6,11.03,0.18
20.8,40,49.76,12.4,0.8,11.17,0.18
20.8,40,48.07,21.3,1.9,11.92,0.18
20.8,40,46.83,96.3,2.7,12.46,0.18
0,40,0,123,4.7,22.44,0.18
20.8,40,40.91,137.1,6.4,14.92,0.18
20.8,40,38.1,130.7,8.1,16.04,0.18
20.8,40,36.43,132.3,9.1,16.69,0.18
20.8,40,35.92,122.1,9.4,16.88,0.25
0,40,0,80,9.1,22.44,0.25
20.8,40,36.92,35.3,8.8,16.49,0.25
20.8,40,42.04,2.8,5.7,14.46,0.25
20.8,40,44.29,0,4.3,13.53,0.25
20.8,40,46.51,0,2.9,12.59,0.25
0,40,0,0,-0.8,22.43,0.25
0,40,0,0,-0.4,22.43,0.25
0,40,0,0,0.2,22.43,0.25
0,40,0,0,-0.2,22.43,0.25
0,40,0,0,-0.5,22.43,0.25
0,40,0,0,0,22.43,0.25
0,40,0,0,-0.6,22.43,0.25
0,40,0,0,-0.4,22.43,0.25
0,40,0,0,-0.6,22.43,0.25
0,40,0,0.9,-0.3,22.43,0.18
20.8,40,49.61,27.6,0.9,11.24,0.18
20.8,40,42.69,67.8,5.3,14.19,0.18
20.8,40,38.43,100.6,7.9,15.91,0.18
20.8,40,33.89,125.5,10.6,17.66,0.18
0,40,0,137.1,12.3,22.44,0.18
20.8,40,28.39,139,13.8,19.71,0.18
20.8,40,26.99,132,14.6,20.22,0.18
20.8,40,26.29,135.4,15,20.48,0.25
20.8,40,25.59,125.5,15.4,20.73,0.25
0,40,0,98,15,22.44,0.25
20.8,40,28.21,56.5,13.9,19.78,0.25
20.8,40,33.54,5.3,10.8,17.79,0.25
20.8,40,36.58,0,9,16.62,0.25
20.8,40,37.75,0,8.3,16.17,0.25
0,40,0,0,7.1,22.43,0.25
0,40,0,0,6.6,22.43,0.25
0,40,0,0,5.7,22.43,0.25
0,40,0,0,5.8,22.43,0.25
0,40,0,0,4.9,22.43,0.25
0,40,0,0,4.6,22.43,0.25
0,40,0,0,4,22.43,0.25
0,40,0,0,4.1,22.43,0.25
0,40,0,0,2.5,22.43,0.18
0,40,0,1.1,3.8,22.43,0.18
20.8,40,42.85,27,5.2,14.13,0.18
20.8,40,39.09,64.8,7.5,15.64,0.18
20.8,40,36.09,101.4,9.3,16.82,0.18
20.8,40,33.38,113,10.9,17.85,0.18
0,40,0,133.8,13,22.44,0.18
20.8,40,26.65,132.9,14.8,20.35,0.18
20.8,40,24.01,109.7,16.3,21.3,0.25
20.8,40,22.77,106.7,17,21.74,0.25
20.8,40,22.77,122.5,17,21.74,0.25
0,40,0,98.7,16.9,22.44,0.25
20.8,40,24.88,57.5,15.8,20.98,0.25
20.8,40,29.42,6.5,13.2,19.33,0.25
20.8,40,32.52,0,11.4,18.17,0.25
20.8,40,36.25,0,9.2,16.75,0.25
0,40,0,0,8.2,22.43,0.25
0,40,0,0,7.9,22.43,0.25
0,40,0,0,6.4,22.43,0.25
0,40,0,0,7,22.43,0.25
0,40,0,0,6.8,22.43,0.25
0,40,0,0,4.8,22.43,0.25
0,40,0,0,5.8,22.43,0.25
0,40,0,0,4.9,22.43,0.18
0,40,0,0,3.8,22.43,0.18
0,40,0,0.5,3,22.43,0.18
20.8,40,44.77,4.7,4,13.33,0.18
20.8,40,43.98,13.3,4.5,13.66,0.18
20.8,40,41.71,22.2,5.9,14.59,0.18
20.8,40,39.25,58.3,7.4,15.58,0.18
0,40,0,34.9,8.7,22.44,0.18
20.8,40,35.24,69.6,9.8,17.14,0.25
20.8,40,33.89,91.4,10.6,17.66,0.25
20.8,40,32.69,61.8,11.3,18.11,0.25
20.8,40,33.72,51.1,10.7,17.72,0.25
0,40,0,35.4,9.9,22.44,0.25
20.8,40,37.25,17.5,8.6,16.36,0.25
20.8,40,40.24,3.2,6.8,15.18,0.25
20.8,40,43.01,0,5.1,14.06,0.25
20.8,40,44.61,0,4.1,13.39,0.25
0,40,0,0,4,22.43,0.25
0,40,0,0,4.1,22.43,0.25
0,40,0,0,3.8,22.43,0.25
0,40,0,0,3.5,22.43,0.25
0,40,0,0,3.2,22.43,0.25
0,40,0,0,3.6,22.43,0.25
0,40,0,0,4.1,22.43,0.18
0,40,0,0,4.6,22.43,0.18
0,40,0,0,4.4,22.43,0.18
0,40,0,0.5,5.2,22.43,0.18
20.8,40,42.2,4.9,5.6,14.39,0.18
20.8,40,42.04,13.8,5.7,14.46,0.18
20.8,40,41.88,22.7,5.8,14.52,0.18
20.8,40,41.71,30.1,5.9,14.59,0.18
0,40,0,35.1,6,22.44,0.25
20.8,40,41.88,37.3,5.8,14.52,0.25
20.8,40,41.55,68.3,6,14.66,0.25
20.8,40,41.39,63.5,6.1,14.72,0.25
20.8,40,40.9,51.5,6.4,14.92,0.25
0,40,0,55.7,6.3,22.44,0.25
20.8,40,42.36,17.7,5.5,14.33,0.25
20.8,40,43.17,4.6,5,13.99,0.25
20.8,40,44.45,0,4.2,13.46,0.25
20.8,40,44.13,0,4.4,13.59,0.25
0,40,0,0,4.4,22.43,0.25
0,40,0,0,4.3,22.43,0.25
0,40,0,0,4.5,22.43,0.25
0,40,0,0,5,22.43,0.25
0,40,0,0,5,22.43,0.25
0,40,0,0,4.6,22.43,0.18
0,40,0,0,4.6,22.43,0.18
0,40,0,0,4.6,22.43,0.18
0,40,0,0,4.8,22.43,0.18
0,40,0,0.9,4.8,22.43,0.18
20.8,40,42.85,5.1,5.2,14.13,0.18
20.8,40,43.01,21.3,5.1,14.06,0.18
20.8,40,43.01,45.3,5.1,14.06,0.18
20.8,40,43.5,101.2,4.8,13.86,0.25
0,40,0,94.3,5.3,22.44,0.25
20.8,40,40.24,70.7,6.8,15.18,0.25
20.8,40,41.23,69.2,6.2,14.79,0.25
20.8,40,41.39,63.3,6.1,14.72,0.25
20.8,40,41.55,52.2,6,14.66,0.25
0,40,0,19,5.6,22.43,0.25
20.8,40,42.69,9.7,5.3,14.19,0.25
20.8,40,43.17,1.8,5,13.99,0.25
20.8,40,43.17,0,5,13.99,0.25
20.8,40,43.49,0,4.8,13.86,0.25
0,40,0,0,4.2,22.43,0.25
0,40,0,0,4.9,22.43,0.25
0,40,0,0,4.7,22.43,0.25
0,40,0,0,4.4,22.43,0.25
0,40,0,0,4.6,22.43,0.18
0,40,0,0,4.7,22.43,0.18
0,40,0,0,4.4,22.43,0.18
0,40,0,0,4,22.43,0.18
0,40,0,0,3.6,22.43,0.18
0,40,0,2,3.3,22.43,0.18
20.8,40,44.94,40,3.9,13.26,0.18
20.8,40,43.82,73.7,4.6,13.73,0.18
20.8,40,42.37,108.7,5.5,14.33,0.25
20.8,40,42.21,133,5.6,14.39,0.25
0,40,0,143.4,6.8,22.44,0.25
20.8,40,38.76,142.4,7.7,15.78,0.25
20.8,40,37.93,136.7,8.2,16.1,0.25
20.8,40,36.93,139.3,8.8,16.49,0.25
20.8,40,36.26,129.7,9.2,16.75,0.25
0,40,0,105.3,9.3,22.44,0.25
20.8,40,36.42,62.5,9.1,16.69,0.25
20.8,40,38.26,10.2,8,15.97,0.25
20.8,40,39.42,0,7.3,15.51,0.25
20.8,40,40.57,0,6.6,15.05,0.25
0,40,0,0,6.2,22.43,0.25
0,40,0,0,6.4,22.43,0.25
0,40,0,0,6.9,22.43,0.25
