q_dot_occ (kW),q_dot_ac (kW),q_dot_vent (kW),q_dot_solar (kW),T_amb (°C),T_b (°C),Phi (Eur/KWh)
20.8,40,17.32544,179.756896,3.6,52.7925772,0.25
0,40,0,201.9096528,5.7,60.10517656,0.25
20.8,40,14.65376,201.3268071,6.9,54.31793767,0.25
20.8,40,14.00608,192.9335914,7.7,51.09358852,0.25
20.8,40,14.5728,197.6685253,7,51.63902789,0.25
20.8,40,14.41088,180.2436474,7.2,51.52902131,0.25
0,40,0,136.3774347,6.5,45.83797612,0.25
20.8,40,15.86816,59.8310766,5.4,45.35903733,0.25
20.8,40,17.8112,2.289218723,3,41.78861522,0.25
20.8,40,18.53984,0,2.1,38.61648616,0.25
20.8,40,18.6208,0,2,37.98974707,0.25
0,40,0,0,1,31.95669476,0.25
0,40,0,0,-0.2,30.67036561,0.25
0,40,0,0,-0.7,27.44256039,0.25
0,40,0,0,-0.8,24.20692502,0.18
0,40,0,0,-0.9,23.67664872,0.18
0,40,0,0,0.4,23.1711025,0.18
0,40,0,0,-0.4,23.53350333,0.18
0,40,0,0,0,22.94817304,0.18
0,40,0,0,-0.7,22.24710909,0.18
0,40,0,0,0.3,22.41935618,0.18
20.8,40,20.6448,3.036838048,-0.5,22.41776873,0.18
20.8,40,19.4304,26.67333596,1,26.62276657,0.25
20.8,40,18.45888,52.06555592,2.2,30.2710354,0.25
20.8,40,17.0016,108.5024363,4,37.39134243,0.25
0,40,0,129.6764983,6,39.5608794,0.25
20.8,40,14.41088,166.4046912,7.2,42.56024984,0.25
20.8,40,14.5728,175.3474641,7,43.48954276,0.25
20.8,40,14.41088,153.7563263,7.2,42.92307668,0.25
20.8,40,16.43488,34.77044464,4.7,35.4509039,0.25
0,40,0,21.53707019,5.1,29.50307909,0.25
20.8,40,16.11104,8.037424114,5.1,28.78143995,0.25
20.8,40,16.43488,0.761458215,4.7,27.98654391,0.25
20.8,40,17.64928,0,3.2,26.77451881,0.25
20.8,40,17.97312,0,2.8,25.51335871,0.25
0,40,0,0,2.7,23.53333598,0.25
0,40,0,0,2.6,22.90300143,0.25
0,40,0,0,2.6,22.4819258,0.18
0,40,0,0,2.6,22.33507423,0.18
0,40,0,0,2.9,22.30333269,0.18
0,40,0,0,3.5,22.68486598,0.18
0,40,0,0,3.7,22.96282054,0.18
0,40,0,0,4.1,23.17444691,0.18
0,40,0,0,3.9,22.98758662,0.18
0,40,0,0,4.1,23.04865404,0.18
20.8,40,16.75872,1.898217121,4.3,24.42191957,0.25
20.8,40,17.0016,12.18107276,4,24.77734874,0.25
20.8,40,16.43488,26.16112776,4.7,25.95969142,0.25
20.8,40,16.192,38.55581112,5,27.00455321,0.25
0,40,0,46.93943103,5.6,26.39205551,0.25
20.8,40,15.05856,51.00768896,6.4,29.21019828,0.25
20.8,40,14.24896,50.10259844,7.4,30.84755945,0.25
20.8,40,14.00608,44.83627272,7.7,31.84846366,0.25
20.8,40,12.79168,34.76600314,9.2,33.25647961,0.25
0,40,0,42.78468292,7.9,30.05713387,0.25
20.8,40,13.3584,15.74711001,8.5,32.01348542,0.25
20.8,40,13.43936,1.524421337,8.4,31.52218188,0.25
20.8,40,13.84416,0,7.9,30.58922577,0.25
20.8,40,14.73472,0,6.8,29.55576152,0.25
0,40,0,0,6,26.22214623,0.25
0,40,0,0,5.1,24.69061564,0.18
0,40,0,0,5,24.44620311,0.18
0,40,0,0,5.3,24.22693722,0.18
0,40,0,0,4.9,23.79248814,0.18
0,40,0,0,4.9,23.74058692,0.18
0,40,0,0,4.7,23.42769609,0.18
0,40,0,0,4.5,23.11695847,0.18
0,40,0,0,4.3,22.95316791,0.18
0,40,0,0,4.3,22.9839631,0.25
20.8,40,17.08256,7.213964566,3.9,24.23577891,0.25
20.8,40,16.75872,78.40711857,4.3,27.4064633,0.25
20.8,40,16.35392,131.0705091,4.8,30.67582165,0.25
20.8,40,16.11104,79.85659118,5.1,30.31563568,0.25
0,40,0,158.6394761,5.4,30.70539716,0.25
20.8,40,15.54432,98.22557998,5.8,31.77692911,0.25
20.8,40,15.70624,95.91568022,5.6,31.94790889,0.25
20.8,40,15.30144,124.7794517,6.1,33.48347531,0.25
20.8,40,14.89664,134.0727529,6.6,35.3469943,0.25
0,40,0,131.2192312,6.5,34.1852477,0.25
20.8,40,15.62528,38.14312784,5.7,32.78702469,0.25
20.8,40,16.35392,3.054352639,4.8,29.76550939,0.25
20.8,40,16.51584,0,4.6,28.17512328,0.25
20.8,40,17.64928,0,3.2,26.3324829,0.25
0,40,0,0,4,24.90659847,0.18
0,40,0,0,4,24.31517605,0.18
0,40,0,0,4.9,24.94731569,0.18
0,40,0,0,4,24.69414881,0.18
0,40,0,0,4.1,24.34226134,0.18
0,40,0,0,4.2,24.26397563,0.18
0,40,0,0,4.3,24.30631862,0.18
0,40,0,0,4.4,24.67686982,0.18
0,40,0,0,5,24.91380379,0.25
0,40,0,0,4.7,24.81546136,0.25
20.8,40,16.75872,2.278329018,4.3,25.92895991,0.25
20.8,40,16.43488,13.34624285,4.7,26.70882889,0.25
20.8,40,15.94912,27.32138818,5.3,27.84234386,0.25
20.8,40,15.3824,39.71226731,6,28.83931207,0.25
0,40,0,48.48849517,5.5,27.10041513,0.25
20.8,40,15.22048,52.54566866,6.2,29.25113114,0.25
20.8,40,14.81568,51.63677233,6.7,29.85720191,0.25
20.8,40,13.92512,168.6167554,7.8,36.50946023,0.25
20.8,40,14.00608,181.3608738,7.7,39.2835514,0.25
0,40,0,130.6801491,6.7,34.41504377,0.25
20.8,40,15.3824,68.13064808,6,32.88239658,0.25
20.8,40,16.11104,3.820890078,5.1,29.26895331,0.25
20.8,40,16.11104,0,5.1,27.52498882,0.25
20.8,40,16.11104,0,5.1,26.8041948,0.18
0,40,0,0,4.6,24.6473748,0.18
0,40,0,0,4.5,24.2683819,0.18
0,40,0,0,4.9,24.00106862,0.18
0,40,0,0,4.3,23.97436042,0.18
0,40,0,0,4.3,23.97344679,0.18
0,40,0,0,3.5,23.70594636,0.18
0,40,0,0,4,23.87453737,0.18
0,40,0,0,3.4,23.91503762,0.25
0,40,0,0,4.2,24.11513079,0.25
0,40,0,0,4,24.18462589,0.25
20.8,40,17.0016,4.177369677,4,25.50382002,0.25
20.8,40,17.4064,77.92810133,3.5,30.84172983,0.25
20.8,40,16.27296,133.6173311,4.9,34.42026723,0.25
20.8,40,16.35392,165.0326442,4.8,35.96278007,0.25
0,40,0,200.5265985,5.4,36.57029086,0.25
20.8,40,15.3824,196.8824005,6,39.16303744,0.25
20.8,40,15.3824,179.2244026,6,40.26441632,0.25
20.8,40,15.3824,158.7603092,6,39.71665613,0.25
20.8,40,15.62528,159.4094433,5.7,39.20008324,0.25
0,40,0,128.4334791,5.8,34.94306749,0.25
20.8,40,15.7872,53.15704065,5.5,33.49080887,0.25
20.8,40,16.35392,3.053828543,4.8,30.69363738,0.25
20.8,40,16.92064,0,4.1,28.11107494,0.18
20.8,40,16.51584,0,4.6,27.22321932,0.18
0,40,0,0,2.4,24.74224815,0.18
0,40,0,0,2.5,24.05329008,0.18
0,40,0,0,3.5,25.76987369,0.18
0,40,0,0,3,25.00019321,0.18
0,40,0,0,2.6,24.31034197,0.18
0,40,0,0,2.5,23.52276758,0.18
0,40,0,0,2.8,23.77153579,0.25
0,40,0,0,2.8,23.93400085,0.25
0,40,0,0,2.7,23.94504138,0.25
0,40,0,0,2.8,23.26544573,0.25
20.8,40,17.56832,4.5576055,3.3,24.75236489,0.25
20.8,40,16.75872,63.97071492,4.3,28.43538061,0.25
20.8,40,14.73472,134.8357284,6.8,35.27465223,0.25
20.8,40,14.32992,82.06620286,7.3,35.914771,0.25
0,40,0,94.25366665,7.9,33.72221051,0.25
20.8,40,13.43936,53.69507759,8.4,34.0500946,0.25
20.8,40,13.3584,52.78706683,8.5,34.1818596,0.25
20.8,40,13.3584,47.15649539,8.5,34.35159145,0.25
20.8,40,12.71072,74.8929613,9.3,34.94331258,0.25
0,40,0,46.37961642,9.3,31.9231858,0.25
20.8,40,12.9536,9.959675115,9,32.4912308,0.25
20.8,40,13.19648,1.142850231,8.7,32.07985949,0.18
20.8,40,13.27744,0,8.6,31.77616825,0.18
20.8,40,12.9536,0,9,31.93697076,0.18
0,40,0,0,8,28.47775071,0.18
0,40,0,0,7.5,27.33374319,0.18
0,40,0,0,7.7,26.99126894,0.18
0,40,0,0,7.9,27.17565722,0.18
0,40,0,0,6.9,26.80199491,0.18
0,40,0,0,7,26.70748225,0.25
0,40,0,0,7.3,26.54757508,0.25
0,40,0,0,6.5,26.11849662,0.25
0,40,0,0,6.3,26.01149246,0.25
0,40,0,0,6.3,25.80199026,0.25
20.8,40,14.73472,4.937922882,6.8,28.38464405,0.25
20.8,40,14.168,32.26238392,7.5,30.67500515,0.25
20.8,40,13.3584,58.3169766,8.5,32.80701594,0.25
20.8,40,12.79168,41.64762999,9.2,33.58161012,0.25
0,40,0,98.04242652,10.2,33.29438743,0.25
20.8,40,11.49632,103.8402051,10.8,37.36322652,0.25
20.8,40,11.65824,100.7772031,10.6,37.97783372,0.25
20.8,40,11.57728,92.67504414,10.7,38.25058383,0.25
20.8,40,11.41536,37.8896563,10.9,37.59125095,0.25
0,40,0,24.63533152,10.7,33.08129011,0.25
20.8,40,12.06304,10.34442111,10.1,34.9688796,0.18
20.8,40,12.30592,1.142885202,9.8,34.23802889,0.18
20.8,40,12.71072,0,9.3,33.13515371,0.18
20.8,40,12.71072,0,9.3,32.76114468,0.18
0,40,0,0,9.1,29.44635133,0.18
0,40,0,0,9.3,28.69678725,0.18
0,40,0,0,9.6,28.60085549,0.18
0,40,0,0,9.6,28.70950639,0.18
0,40,0,0,6.6,26.48382655,0.25
0,40,0,0,5.4,25.50962595,0.25
0,40,0,0,4.9,24.88178593,0.25
0,40,0,0,4.7,24.34982935,0.25
0,40,0,0,4.6,24.28248163,0.25
0,40,0,0,3.4,23.76100323,0.25
20.8,40,16.83968,9.117123656,4.2,26.00420675,0.25
20.8,40,16.11104,84.3917758,5.1,30.02689714,0.25
20.8,40,14.5728,115.1116168,7,33.88335278,0.25
20.8,40,14.65376,84.90279209,6.9,33.55021242,0.25
0,40,0,96.79558668,8.3,32.76663242,0.25
20.8,40,13.3584,104.6073277,8.5,34.93204749,0.25
20.8,40,13.3584,101.6627649,8.5,35.54321709,0.25
20.8,40,16.43488,93.45635512,4.7,33.081356,0.25
20.8,40,15.86816,73.97633561,5.4,31.36202054,0.25
0,40,0,48.14445285,5.9,27.5508648,0.18
20.8,40,15.30144,61.56158415,6.1,28.98402297,0.18
20.8,40,15.13952,3.43625173,6.3,28.21852813,0.18
20.8,40,17.73024,0,3.1,24.90926711,0.18
20.8,40,16.83968,0,4.2,25.4291213,0.18
0,40,0,0,5.6,24.65127581,0.18
0,40,0,0,5,24.28184776,0.18
0,40,0,0,4.9,23.91898214,0.18
0,40,0,0,5,24.07329491,0.25
0,40,0,0,4.8,24.15662489,0.25
0,40,0,0,4.4,24.107714,0.25
0,40,0,0,4.4,24.08487102,0.25
0,40,0,0,3.9,23.76100749,0.25
0,40,0,0,3.4,23.54947678,0.25
0,40,0,0,3.4,23.47245398,0.25
20.8,40,17.0016,9.877926047,4,25.48682136,0.25
20.8,40,16.27296,68.25931838,4.9,29.43758476,0.25
20.8,40,14.9776,89.92553886,6.5,33.36593874,0.25
20.8,40,16.11104,119.6188833,5.1,34.69474851,0.25
0,40,0,137.6897102,7.7,35.80799748,0.25
20.8,40,13.19648,144.2983139,8.7,39.56036255,0.25
20.8,40,13.03456,168.5058573,8.9,41.63387149,0.25
20.8,40,13.60128,198.3157297,8.2,42.82895917,0.25
20.8,40,13.7632,190.4750346,8,43.80985773,0.18
0,40,0,138.7871674,7.7,39.02021738,0.18
20.8,40,14.65376,73.50441758,6.9,36.54499032,0.18
20.8,40,15.7872,5.738788838,5.5,31.94791032,0.18
20.8,40,16.83968,0,4.2,31.07169872,0.18
20.8,40,16.51584,0,4.6,29.40238012,0.18
0,40,0,0,5.7,27.07496156,0.18
0,40,0,0,5.7,26.15922638,0.18
0,40,0,0,4.7,25.5689203,0.25
0,40,0,0,3.5,24.63305113,0.25
0,40,0,0,3.5,24.23456805,0.25
0,40,0,0,3.3,23.66765422,0.25
0,40,0,0,3.1,23.61991792,0.25
0,40,0,0,3.2,23.68292275,0.25
0,40,0,0,2.9,23.53643429,0.25
0,40,0,0,2.8,23.40795455,0.25
20.8,40,17.16352,12.59144796,3.8,25.68017452,0.25
20.8,40,16.67776,35.09831435,4.4,28.00574253,0.25
20.8,40,16.11104,61.91447392,5.1,31.49549179,0.25
20.8,40,14.5728,84.02465973,7,35.29744936,0.25
0,40,0,99.12124217,6,33.24326411,0.25
20.8,40,15.30144,106.3163904,6.1,37.08994893,0.25
20.8,40,14.49184,140.1177738,7.1,38.86735025,0.25
20.8,40,14.49184,95.41390035,7.1,37.42553636,0.18
20.8,40,14.5728,113.1846656,7,39.991737,0.18
0,40,0,100.5692729,6.5,36.17819787,0.18
20.8,40,15.3824,76.01822806,6,39.46822294,0.18
20.8,40,16.27296,5.353784864,4.9,36.70760175,0.18
20.8,40,17.16352,0,3.8,32.03432322,0.18
20.8,40,17.08256,0,3.9,29.85337386,0.18
0,40,0,0,3.3,27.1222869,0.18
0,40,0,0,3.7,26.41041259,0.25
0,40,0,0,3.1,25.87658879,0.25
0,40,0,0,2.1,25.11214254,0.25
0,40,0,0,2.2,23.6701614,0.25
0,40,0,0,1.7,23.18676933,0.25
0,40,0,0,1.5,23.50668012,0.25
0,40,0,0,1.1,23.50188451,0.25
0,40,0,0,1.2,23.53199122,0.25
0,40,0,0,2,23.96254842,0.25
20.8,40,18.05408,9.185683358,2.7,26.31795667,0.25
20.8,40,16.92064,35.69465371,4.1,29.32360634,0.25
20.8,40,16.27296,62.60160957,4.9,32.90441664,0.25
20.8,40,14.9776,85.1892126,6.5,37.22613933,0.25
0,40,0,99.88289757,7.2,36.64722471,0.25
20.8,40,14.00608,107.6834313,7.7,41.53533218,0.25
20.8,40,14.49184,104.4170574,7.1,47.96956943,0.18
20.8,40,14.00608,96.41065816,7.7,51.45843318,0.18
20.8,40,12.9536,76.96603636,9,45.11689235,0.18
0,40,0,51.10812495,8.5,38.49745283,0.18
20.8,40,14.73472,22.37447125,6.8,36.0685199,0.18
20.8,40,14.9776,3.053107169,6.5,33.17137855,0.18
20.8,40,15.54432,0,5.8,31.86061896,0.18
20.8,40,15.7872,0,5.5,30.39137032,0.18
0,40,0,0,5.4,27.71368489,0.25
0,40,0,0,5.6,26.3299167,0.25
0,40,0,0,5.3,25.6644453,0.25
0,40,0,0,5,25.55506573,0.25
0,40,0,0,4.8,25.82044916,0.25
0,40,0,0,4.7,25.48366056,0.25
0,40,0,0,4.5,25.20050449,0.25
0,40,0,0,4.8,24.96636149,0.25
0,40,0,0,4.3,24.8753283,0.25
0,40,0,0,3.9,24.60819387,0.25
20.8,40,17.4064,15.13234095,3.5,26.39347957,0.25
20.8,40,16.75872,36.82884075,4.3,28.80580078,0.25
20.8,40,16.03008,97.08245445,5.2,33.80838814,0.25
20.8,40,15.05856,199.9456116,6.4,42.50689839,0.25
0,40,0,221.813756,7.6,43.94696994,0.25
20.8,40,14.24896,218.0711132,7.4,45.39221806,0.18
20.8,40,14.81568,201.5288728,6.7,44.06506332,0.18
20.8,40,14.73472,211.816993,6.8,44.06154539,0.18
20.8,40,14.32992,194.7485786,7.3,43.82683391,0.18
0,40,0,129.2944952,6.2,36.78927282,0.18
20.8,40,15.70624,37.36324113,5.6,32.83246611,0.18
20.8,40,16.27296,1.906386103,4.9,28.62651927,0.18
20.8,40,17.0016,0,4,26.23776048,0.18
20.8,40,17.64928,0,3.2,24.95499554,0.25
0,40,0,0,3.8,23.74333391,0.25
0,40,0,0,3.8,24.03538289,0.25
0,40,0,0,3.9,24.66839653,0.25
0,40,0,0,3.9,24.96430416,0.25
0,40,0,0,3.7,24.96520036,0.25
0,40,0,0,3.6,25.4803235,0.25
0,40,0,0,3.6,26.68240212,0.25
0,40,0,0,3.3,27.25338748,0.25
0,40,0,0,3.4,27.56547637,0.25
0,40,0,0,3.3,27.67218265,0.25
20.8,40,17.4064,11.0244647,3.5,30.16626286,0.25
20.8,40,17.0016,37.96134761,4,33.92341706,0.25
20.8,40,16.43488,65.97641227,4.7,36.5813179,0.25
20.8,40,16.192,45.91284165,5,38.77791678,0.25
0,40,0,105.6249466,5.6,48.87066827,0.18
20.8,40,15.7872,109.5359801,5.5,59.72684058,0.18
20.8,40,15.54432,106.9940616,5.8,65.96689646,0.18
20.8,40,15.46336,51.79270082,5.9,56.19629507,0.18
20.8,40,15.22048,79.38138689,6.2,58.82868839,0.18
0,40,0,54.07431904,6.1,50.04363489,0.18
20.8,40,15.3824,23.97507847,6,49.51381811,0.18
20.8,40,15.70624,1.906437749,5.6,46.20241975,0.18
20.8,40,16.11104,0,5.1,39.66074694,0.25
20.8,40,16.43488,0,4.7,38.4283828,0.25
0,40,0,0,4.5,36.18936133,0.25
0,40,0,0,4.2,32.61241434,0.25
0,40,0,0,3.9,30.42385156,0.25
0,40,0,0,4.1,28.24287738,0.25
0,40,0,0,4,26.44870797,0.25
0,40,0,0,3.8,26.19286971,0.25
0,40,0,0,3.7,27.06182771,0.25
0,40,0,0,3.7,27.61812484,0.25
0,40,0,0,3.5,27.80919973,0.25
0,40,0,0,3.5,27.88737203,0.25
20.8,40,17.24448,11.92953135,3.7,29.23028568,0.25
20.8,40,16.92064,39.0925354,4.1,31.79615183,0.25
20.8,40,16.67776,33.52862229,4.4,34.68915601,0.25
20.8,40,15.94912,91.57110689,5.3,41.93504846,0.18
0,40,0,54.64200127,5.9,38.58398956,0.18
20.8,40,15.3824,58.67054601,6,40.53962889,0.18
20.8,40,15.13952,57.38319457,6.3,40.22526018,0.18
20.8,40,15.05856,51.79016883,6.4,39.6000432,0.18
20.8,40,15.05856,41.39265698,6.4,40.71986593,0.18
0,40,0,27.73819055,6.5,35.9410525,0.18
20.8,40,15.30144,13.04022862,6.1,33.85437727,0.18
20.8,40,15.46336,5.352201009,5.9,34.02963494,0.25
20.8,40,15.54432,0,5.8,33.77459878,0.25
20.8,40,15.54432,0,5.8,35.79667753,0.25
0,40,0,0,5.6,34.96929739,0.25
0,40,0,0,5.7,35.15498056,0.25
0,40,0,0,5.5,35.30492713,0.25
0,40,0,0,5.2,35.29851698,0.25
0,40,0,0,5.3,32.78456505,0.25
0,40,0,0,5.2,33.38426212,0.25
0,40,0,0,5.2,31.73605535,0.25
0,40,0,0,5.2,30.67264383,0.25
0,40,0,0,5.4,28.35888625,0.25
0,40,0,0.379152594,5.4,27.30010579,0.25
20.8,40,15.62528,12.82973853,5.7,30.63409967,0.25
20.8,40,15.46336,19.50734022,5.9,31.63434935,0.25
20.8,40,15.22048,34.31250884,6.2,33.10191375,0.18
20.8,40,15.30144,46.66684098,6.1,33.50425891,0.18
0,40,0,55.41290772,5.1,31.35323304,0.18
20.8,40,15.62528,59.05076511,5.7,33.41747359,0.18
20.8,40,15.30144,57.7662247,6.1,34.2905173,0.18
20.8,40,14.89664,52.17511574,6.6,35.68457713,0.18
20.8,40,14.49184,83.44101768,7.1,38.62267734,0.18
0,40,0,54.44543028,7.2,34.67943967,0.18
20.8,40,15.05856,40.14752436,6.4,33.61054967,0.25
20.8,40,15.70624,8.429135966,5.6,31.08146438,0.25
20.8,40,16.92064,0,4.1,28.76800561,0.25
20.8,40,17.64928,0,3.2,27.79743556,0.25
0,40,0,0,2.6,26.94614029,0.25
0,40,0,0,2.4,26.84182023,0.25
0,40,0,0,3.8,25.82663904,0.25
0,40,0,0,3.8,25.33345438,0.25
0,40,0,0,3.6,25.62862572,0.25
0,40,0,0,2.9,25.45577039,0.25
0,40,0,0,2.9,26.30220868,0.25
0,40,0,0,2.7,25.71013232,0.25
0,40,0,0,2.7,25.33881461,0.25
0,40,0,0.379193445,2.6,25.14779002,0.25
20.8,40,17.97312,5.841238092,2.8,27.76723424,0.25
20.8,40,17.8112,19.87274277,3,30.36248525,0.18
20.8,40,17.24448,71.27463274,3.7,40.73048255,0.18
20.8,40,16.67776,158.9076944,4.4,58.47651155,0.18
0,40,0,182.2621925,5.5,71.95135562,0.18
20.8,40,15.22048,205.5580816,6.2,74.11318929,0.18
20.8,40,14.41088,216.6387124,7.2,68.42209604,0.18
20.8,40,14.00608,222.1338142,7.7,72.50673862,0.18
20.8,40,14.00608,204.7251071,7.7,62.75995538,0.18
0,40,0,163.0001281,7.5,61.07718628,0.25
20.8,40,14.32992,93.31958709,7.3,51.00090571,0.25
20.8,40,15.7872,4.201471723,5.5,42.27945227,0.25
20.8,40,16.92064,0,4.1,36.34550717,0.25
20.8,40,16.67776,0,4.4,33.69805166,0.25
0,40,0,0,3.7,30.4139982,0.25
0,40,0,0,3.3,31.10117467,0.25
0,40,0,0,3.1,29.54223211,0.25
0,40,0,0,2.7,28.34652266,0.25
0,40,0,0,2.4,27.58284981,0.25
0,40,0,0,2.5,29.19801255,0.25
0,40,0,0,1.7,30.21599267,0.25
0,40,0,0,1.3,30.69559099,0.25
0,40,0,0,1.3,28.48986179,0.25
0,40,0,0.379234311,0.9,29.15914483,0.25
20.8,40,19.75424,6.204666607,0.6,28.31332289,0.18
20.8,40,19.59232,20.66892,0.8,31.74125795,0.18
20.8,40,18.70176,35.48134977,1.9,33.28595437,0.18
20.8,40,18.05408,160.5061095,2.7,41.32055886,0.18
0,40,0,204.9864761,4.7,53.52417368,0.18
20.8,40,15.05856,228.5288845,6.4,59.89506756,0.18
20.8,40,13.68224,217.8739856,8.1,62.64095541,0.18
20.8,40,12.87264,220.425094,9.1,64.61615316,0.18
20.8,40,12.62976,203.4605714,9.4,64.48566334,0.25
0,40,0,133.2817772,9.1,55.848069,0.25
20.8,40,13.11552,58.85656505,8.8,53.22801927,0.25
20.8,40,15.62528,4.584592319,5.7,41.57838896,0.25
20.8,40,16.75872,0,4.3,35.88651614,0.25
20.8,40,17.89216,0,2.9,34.88446198,0.25
0,40,0,0,-0.8,29.31328506,0.25
0,40,0,0,-0.4,26.52747683,0.25
0,40,0,0,0.2,27.5290086,0.25
0,40,0,0,-0.2,28.41065741,0.25
0,40,0,0,-0.5,29.92794495,0.25
0,40,0,0,0,30.11047981,0.25
0,40,0,0,-0.6,31.03127496,0.25
0,40,0,0,-0.4,31.81880489,0.25
0,40,0,0,-0.6,31.08567123,0.25
0,40,0,1.517100703,-0.3,31.90157184,0.18
20.8,40,19.51136,46.03173713,0.9,39.04464304,0.18
20.8,40,15.94912,113.079369,5.3,46.86080601,0.18
20.8,40,13.84416,167.6832882,7.9,65.45882875,0.18
20.8,40,11.65824,209.2216601,10.6,84.87955357,0.18
0,40,0,228.5793863,12.3,96.097635,0.18
20.8,40,9.06752,231.739319,13.8,110.4252875,0.18
20.8,40,8.41984,219.9547078,14.6,101.4423594,0.18
20.8,40,8.096,225.7460376,15,109.939897,0.25
20.8,40,7.77216,209.1189972,15.4,100.3266297,0.25
0,40,0,163.308533,15,72.16810279,0.25
20.8,40,8.98656,94.08954879,13.9,60.39114997,0.25
20.8,40,11.49632,8.811907801,10.8,48.62176544,0.25
20.8,40,12.9536,0,9,39.81401425,0.25
20.8,40,13.52032,0,8.3,35.71649761,0.25
0,40,0,0,7.1,31.39003978,0.25
0,40,0,0,6.6,29.87549594,0.25
0,40,0,0,5.7,28.15317081,0.25
0,40,0,0,5.8,28.05453066,0.25
0,40,0,0,4.9,27.63785963,0.25
0,40,0,0,4.6,27.26263299,0.25
0,40,0,0,4,29.533289,0.25
0,40,0,0,4.1,28.07849314,0.25
0,40,0,0,2.5,29.46004124,0.18
0,40,0,1.8965801,3.8,30.05739907,0.18
20.8,40,16.03008,44.94440721,5.2,33.90719126,0.18
20.8,40,14.168,107.9879708,7.5,41.79938312,0.18
20.8,40,12.71072,169.0285025,9.3,55.61784248,0.18
20.8,40,11.41536,188.3066193,10.9,66.31128573,0.18
0,40,0,222.9249112,13,71.74341257,0.18
20.8,40,8.25792,221.4278984,14.8,81.58129874,0.18
20.8,40,7.04352,182.8379064,16.3,94.68611431,0.25
20.8,40,6.4768,177.8704384,17,90.76299628,0.25
20.8,40,6.4768,204.1542779,17,101.9904877,0.25
0,40,0,164.4414714,16.9,87.3669176,0.25
20.8,40,7.44832,95.7855473,15.8,88.43474684,0.25
20.8,40,9.55328,10.78140266,13.2,80.15285032,0.25
20.8,40,11.01056,0,11.4,68.44357534,0.25
20.8,40,12.79168,0,9.2,53.80241033,0.25
0,40,0,0,8.2,42.03664689,0.25
0,40,0,0,7.9,35.24308685,0.25
0,40,0,0,6.4,32.76346757,0.25
0,40,0,0,7,33.98560922,0.25
0,40,0,0,6.8,32.83476728,0.25
0,40,0,0,4.8,33.40975505,0.25
0,40,0,0,5.8,30.72786058,0.25
0,40,0,0,4.9,29.91083335,0.18
0,40,0,0,3.8,29.10000428,0.18
0,40,0,0.758713652,3,28.35939312,0.18
20.8,40,17.0016,7.768895436,4,30.5983179,0.18
20.8,40,16.5968,22.19998576,4.5,33.13250921,0.18
20.8,40,15.46336,37.01252322,5.9,36.85688071,0.18
20.8,40,14.24896,97.17025905,7.4,43.28682126,0.18
0,40,0,58.09167259,8.7,41.55435488,0.18
20.8,40,12.30592,116.0097327,9.8,51.17196686,0.25
20.8,40,11.65824,152.3268268,10.6,55.7925334,0.25
20.8,40,11.09152,102.9984189,11.3,58.61906786,0.25
20.8,40,11.57728,85.09077623,10.7,51.6790933,0.25
0,40,0,58.97422958,9.9,44.30961842,0.25
20.8,40,13.27744,29.15052527,8.6,40.58531209,0.25
20.8,40,14.73472,5.351172092,6.8,36.41495355,0.25
20.8,40,16.11104,0,5.1,32.72989526,0.25
20.8,40,16.92064,0,4.1,30.29471849,0.25
0,40,0,0,4,26.95080425,0.25
0,40,0,0,4.1,26.49816882,0.25
0,40,0,0,3.8,25.65764413,0.25
0,40,0,0,3.5,27.31334685,0.25
0,40,0,0,3.2,26.50494612,0.25
0,40,0,0,3.6,26.1751826,0.25
0,40,0,0,4.1,25.68988364,0.18
0,40,0,0,4.6,25.33725521,0.18
0,40,0,0,4.4,25.48814544,0.18
0,40,0,0.758795151,5.2,26.07442924,0.18
20.8,40,15.70624,8.129443586,5.6,29.04970824,0.18
20.8,40,15.62528,22.9933115,5.7,29.84163723,0.18
20.8,40,15.54432,37.79428452,5.8,31.4280165,0.18
20.8,40,15.46336,50.1282711,5.9,32.43162766,0.18
0,40,0,58.47131474,6,31.99444587,0.25
20.8,40,15.54432,62.09964897,5.8,33.08032377,0.25
20.8,40,15.3824,113.7631645,6,35.11803085,0.25
20.8,40,15.30144,105.7628876,6.1,35.63326674,0.25
20.8,40,15.05856,85.87810964,6.4,35.92489224,0.25
0,40,0,92.78114122,6.3,33.29089037,0.25
20.8,40,15.7872,29.536295,5.5,33.17416872,0.25
20.8,40,16.192,7.655313169,5,31.40286847,0.25
20.8,40,16.83968,0,4.2,29.02086345,0.25
20.8,40,16.67776,0,4.4,31.72326765,0.25
0,40,0,0,4.4,30.03679495,0.25
0,40,0,0,4.3,29.33277865,0.25
0,40,0,0,4.5,28.0116896,0.25
0,40,0,0,5,26.48574974,0.25
0,40,0,0,5,25.28303791,0.25
0,40,0,0,4.6,24.24558585,0.18
0,40,0,0,4.6,24.04715225,0.18
0,40,0,0,4.6,24.40211953,0.18
0,40,0,0,4.8,24.68434242,0.18
0,40,0,1.517753002,4.8,24.86328716,0.18
20.8,40,16.03008,8.49032732,5.2,27.35518778,0.18
20.8,40,16.11104,35.5692194,5.1,28.98251589,0.18
20.8,40,16.11104,75.54895502,5.1,31.76609847,0.18
20.8,40,16.35392,168.6797361,4.8,36.01431916,0.25
